CustomerProductId|ProductId|Quantity|CustomerId|DateCreated|UserId
347|1|1|2572|2020-08-27 16:29:16.837000000|
354|1|1|2580|2020-08-27 16:29:16.837000000|
358|1|1|2587|2020-08-27 16:29:16.837000000|
359|1|1|2587|2020-08-27 16:29:16.837000000|
372|1|1|2599|2020-08-27 16:29:16.837000000|
396|1|1|2633|2020-08-27 16:29:16.837000000|
397|1|1|2633|2020-08-27 16:29:16.837000000|
402|1|1|2643|2020-08-27 16:29:16.837000000|
442|1|1|2706|2020-08-27 16:29:16.837000000|
461|1|1|2731|2020-08-27 16:29:16.837000000|
462|1|1|2731|2020-08-27 16:29:16.837000000|
487|1|1|2748|2020-08-27 16:29:16.837000000|
488|1|1|2748|2020-08-27 16:29:16.837000000|
489|1|1|2761|2020-08-27 16:29:16.837000000|
490|1|1|2761|2020-08-27 16:29:16.837000000|
491|1|1|2219|2020-08-27 16:29:16.837000000|
497|1|1|2751|2020-08-27 16:29:16.837000000|
498|1|1|2751|2020-08-27 16:29:16.837000000|
499|1|1|2751|2020-08-27 16:29:16.837000000|
517|1|1|2781|2020-08-27 16:29:16.837000000|
518|1|1|2781|2020-08-27 16:29:16.837000000|
521|1|1|2785|2020-08-27 16:29:16.837000000|
549|1|1|2804|2020-08-27 16:29:16.837000000|
554|1|1|2807|2020-08-27 16:29:16.837000000|
555|1|1|2810|2020-08-27 16:29:16.837000000|
568|1|1|2827|2020-08-27 16:29:16.837000000|
587|1|1|2849|2020-08-27 16:29:16.837000000|
606|1|1|2866|2020-08-27 16:29:16.837000000|
611|1|1|2866|2020-08-27 16:29:16.837000000|
612|1|1|2866|2020-08-27 16:29:16.837000000|
613|1|1|2866|2020-08-27 16:29:16.837000000|
614|1|1|2866|2020-08-27 16:29:16.837000000|
669|1|1|120|2020-08-27 16:29:16.837000000|
670|1|1|120|2020-08-27 16:29:16.837000000|
700|1|1|2943|2020-08-27 16:29:16.837000000|
701|1|1|2943|2020-08-27 16:29:16.837000000|
733|1|1|3965|2020-08-27 16:29:16.837000000|
754|1|1|1088|2020-08-27 16:29:16.837000000|
755|1|1|1088|2020-08-27 16:29:16.837000000|
759|2|1|1855|2020-08-27 16:29:16.837000000|
760|2|1|1855|2020-08-27 16:29:16.837000000|
786|2|1|576|2020-08-27 16:29:16.837000000|
787|2|1|2336|2020-08-27 16:29:16.837000000|
788|2|1|2337|2020-08-27 16:29:16.837000000|
789|2|1|2337|2020-08-27 16:29:16.837000000|
790|2|1|2337|2020-08-27 16:29:16.837000000|
795|2|1|2353|2020-08-27 16:29:16.837000000|
796|2|1|2267|2020-08-27 16:29:16.837000000|
797|2|1|2267|2020-08-27 16:29:16.837000000|
819|2|1|2399|2020-08-27 16:29:16.837000000|
820|2|1|2399|2020-08-27 16:29:16.837000000|
825|2|1|1637|2020-08-27 16:29:16.837000000|
826|2|1|1637|2020-08-27 16:29:16.837000000|
829|2|1|2366|2020-08-27 16:29:16.837000000|
830|2|1|2366|2020-08-27 16:29:16.837000000|
835|2|1|2463|2020-08-27 16:29:16.837000000|
836|2|1|2463|2020-08-27 16:29:16.837000000|
845|2|1|1399|2020-08-27 16:29:16.837000000|
846|2|1|1399|2020-08-27 16:29:16.837000000|
855|2|1|2503|2020-08-27 16:29:16.837000000|
866|2|1|2616|2020-08-27 16:29:16.837000000|
867|2|1|2630|2020-08-27 16:29:16.837000000|
874|2|1|1551|2020-08-27 16:29:16.837000000|
880|3|1|1049|2020-08-27 16:29:16.837000000|
881|3|1|1049|2020-08-27 16:29:16.837000000|
884|3|1|46|2020-08-27 16:29:16.837000000|
885|3|1|1855|2020-08-27 16:29:16.837000000|
886|3|1|1855|2020-08-27 16:29:16.837000000|
896|3|1|2304|2020-08-27 16:29:16.837000000|
899|3|1|576|2020-08-27 16:29:16.837000000|
900|3|1|576|2020-08-27 16:29:16.837000000|
902|3|1|2004|2020-08-27 16:29:16.837000000|
903|3|1|2004|2020-08-27 16:29:16.837000000|
905|3|1|2267|2020-08-27 16:29:16.837000000|
920|3|1|1400|2020-08-27 16:29:16.837000000|
929|3|1|699|2020-08-27 16:29:16.837000000|
930|3|1|699|2020-08-27 16:29:16.837000000|
935|3|1|1399|2020-08-27 16:29:16.837000000|
936|3|1|1399|2020-08-27 16:29:16.837000000|
991|4|1|944|2020-08-27 16:29:16.837000000|
992|4|1|944|2020-08-27 16:29:16.837000000|
998|4|1|2294|2020-08-27 16:29:16.837000000|
999|4|1|2294|2020-08-27 16:29:16.837000000|
1008|4|1|2361|2020-08-27 16:29:16.837000000|
1012|4|1|1637|2020-08-27 16:29:16.837000000|
1013|4|1|1637|2020-08-27 16:29:16.837000000|
1017|4|1|2463|2020-08-27 16:29:16.837000000|
1025|4|1|2616|2020-08-27 16:29:16.837000000|
1026|4|1|944|2020-08-27 16:29:16.837000000|
1027|4|1|944|2020-08-27 16:29:16.837000000|
1028|4|1|691|2020-08-27 16:29:16.837000000|
1089|11|1|2300|2020-08-27 16:29:16.837000000|
1096|11|1|2004|2020-08-27 16:29:16.837000000|
1097|11|1|2004|2020-08-27 16:29:16.837000000|
1103|11|1|2170|2020-08-27 16:29:16.837000000|
1104|11|1|2170|2020-08-27 16:29:16.837000000|
1125|11|1|2422|2020-08-27 16:29:16.837000000|
1138|11|1|2533|2020-08-27 16:29:16.837000000|
1156|11|1|2832|2020-08-27 16:29:16.837000000|
1160|11|1|2839|2020-08-27 16:29:16.837000000|
1161|11|1|2839|2020-08-27 16:29:16.837000000|
1180|12|1|2293|2020-08-27 16:29:16.837000000|
1181|12|1|2293|2020-08-27 16:29:16.837000000|
1184|12|1|2336|2020-08-27 16:29:16.837000000|
1189|12|1|2421|2020-08-27 16:29:16.837000000|
1190|12|1|2421|2020-08-27 16:29:16.837000000|
1203|12|1|691|2020-08-27 16:29:16.837000000|
1262|13|1|2267|2020-08-27 16:29:16.837000000|
1275|13|1|2383|2020-08-27 16:29:16.837000000|
1276|13|1|2383|2020-08-27 16:29:16.837000000|
1280|13|1|1793|2020-08-27 16:29:16.837000000|
1281|13|1|1793|2020-08-27 16:29:16.837000000|
1312|13|1|2197|2020-08-27 16:29:16.837000000|
1322|13|1|2664|2020-08-27 16:29:16.837000000|
1323|13|1|2664|2020-08-27 16:29:16.837000000|
1325|13|1|1510|2020-08-27 16:29:16.837000000|
1326|13|1|1510|2020-08-27 16:29:16.837000000|
1431|15|1|2839|2020-08-27 16:29:16.837000000|
1432|15|1|2839|2020-08-27 16:29:16.837000000|
1465|17|1|1854|2020-08-27 16:29:16.837000000|
1466|17|1|1854|2020-08-27 16:29:16.837000000|
1471|17|1|1976|2020-08-27 16:29:16.837000000|
1491|17|1|2267|2020-08-27 16:29:16.837000000|
1492|17|1|2267|2020-08-27 16:29:16.837000000|
1496|17|1|2399|2020-08-27 16:29:16.837000000|
1503|17|1|2366|2020-08-27 16:29:16.837000000|
1517|17|1|2161|2020-08-27 16:29:16.837000000|
1518|17|1|2161|2020-08-27 16:29:16.837000000|
1528|17|1|2533|2020-08-27 16:29:16.837000000|
1549|17|1|2630|2020-08-27 16:29:16.837000000|
1554|17|1|2197|2020-08-27 16:29:16.837000000|
1555|17|1|2664|2020-08-27 16:29:16.837000000|
1556|17|1|2664|2020-08-27 16:29:16.837000000|
1558|17|1|691|2020-08-27 16:29:16.837000000|
1559|17|1|691|2020-08-27 16:29:16.837000000|
1560|17|1|2677|2020-08-27 16:29:16.837000000|
1562|17|1|2689|2020-08-27 16:29:16.837000000|
1577|17|1|2814|2020-08-27 16:29:16.837000000|
1579|17|1|2832|2020-08-27 16:29:16.837000000|
1585|17|1|2839|2020-08-27 16:29:16.837000000|
1586|17|1|2839|2020-08-27 16:29:16.837000000|
1592|17|1|2900|2020-08-27 16:29:16.837000000|
1609|19|1|2832|2020-08-27 16:29:16.837000000|
1611|19|1|2839|2020-08-27 16:29:16.837000000|
1612|19|1|2839|2020-08-27 16:29:16.837000000|
1639|20|1|2296|2020-08-27 16:29:16.837000000|
1640|20|1|2296|2020-08-27 16:29:16.837000000|
1646|20|1|2311|2020-08-27 16:29:16.837000000|
1690|20|1|2398|2020-08-27 16:29:16.837000000|
1691|20|1|2399|2020-08-27 16:29:16.837000000|
1692|20|1|2399|2020-08-27 16:29:16.837000000|
1708|20|1|2418|2020-08-27 16:29:16.837000000|
1709|20|1|2418|2020-08-27 16:29:16.837000000|
1710|20|1|2426|2020-08-27 16:29:16.837000000|
1711|20|1|1400|2020-08-27 16:29:16.837000000|
1712|20|1|2430|2020-08-27 16:29:16.837000000|
1716|20|1|2366|2020-08-27 16:29:16.837000000|
1717|20|1|2366|2020-08-27 16:29:16.837000000|
1718|20|1|2443|2020-08-27 16:29:16.837000000|
1719|20|1|2443|2020-08-27 16:29:16.837000000|
1720|20|1|2443|2020-08-27 16:29:16.837000000|
1724|20|1|2448|2020-08-27 16:29:16.837000000|
1725|20|1|2448|2020-08-27 16:29:16.837000000|
1733|20|1|2464|2020-08-27 16:29:16.837000000|
1743|20|1|2161|2020-08-27 16:29:16.837000000|
1744|20|1|2161|2020-08-27 16:29:16.837000000|
1750|20|1|2437|2020-08-27 16:29:16.837000000|
1765|20|1|2503|2020-08-27 16:29:16.837000000|
1767|20|1|2510|2020-08-27 16:29:16.837000000|
1775|20|1|2522|2020-08-27 16:29:16.837000000|
1783|20|1|2533|2020-08-27 16:29:16.837000000|
1793|20|1|2542|2020-08-27 16:29:16.837000000|
1794|20|1|2543|2020-08-27 16:29:16.837000000|
1797|20|1|2548|2020-08-27 16:29:16.837000000|
1803|20|1|2559|2020-08-27 16:29:16.837000000|
1823|20|1|1167|2020-08-27 16:29:16.837000000|
1824|20|1|1167|2020-08-27 16:29:16.837000000|
1836|20|1|2603|2020-08-27 16:29:16.837000000|
1848|20|1|2623|2020-08-27 16:29:16.837000000|
1856|20|1|2643|2020-08-27 16:29:16.837000000|
1870|20|1|2663|2020-08-27 16:29:16.837000000|
1889|20|1|2689|2020-08-27 16:29:16.837000000|
1892|20|1|2695|2020-08-27 16:29:16.837000000|
1953|20|1|2804|2020-08-27 16:29:16.837000000|
1957|20|1|1551|2020-08-27 16:29:16.837000000|
1959|20|1|2814|2020-08-27 16:29:16.837000000|
1966|20|1|2827|2020-08-27 16:29:16.837000000|
1973|20|1|2832|2020-08-27 16:29:16.837000000|
1980|20|1|2839|2020-08-27 16:29:16.837000000|
1981|20|1|2839|2020-08-27 16:29:16.837000000|
2001|20|1|2866|2020-08-27 16:29:16.837000000|
2002|20|1|2866|2020-08-27 16:29:16.837000000|
2085|21|1|2832|2020-08-27 16:29:16.837000000|
2087|21|1|2839|2020-08-27 16:29:16.837000000|
2088|21|1|2839|2020-08-27 16:29:16.837000000|
2097|22|1|2839|2020-08-27 16:29:16.837000000|
2124|24|1|2296|2020-08-27 16:29:16.837000000|
2125|24|1|2296|2020-08-27 16:29:16.837000000|
2131|24|1|2311|2020-08-27 16:29:16.837000000|
2175|24|1|2398|2020-08-27 16:29:16.837000000|
2176|24|1|2399|2020-08-27 16:29:16.837000000|
2177|24|1|2399|2020-08-27 16:29:16.837000000|
2193|24|1|2418|2020-08-27 16:29:16.837000000|
2194|24|1|2418|2020-08-27 16:29:16.837000000|
2195|24|1|2426|2020-08-27 16:29:16.837000000|
2196|24|1|1400|2020-08-27 16:29:16.837000000|
2197|24|1|2430|2020-08-27 16:29:16.837000000|
2201|24|1|2366|2020-08-27 16:29:16.837000000|
2202|24|1|2366|2020-08-27 16:29:16.837000000|
2203|24|1|2443|2020-08-27 16:29:16.837000000|
2204|24|1|2443|2020-08-27 16:29:16.837000000|
2205|24|1|2443|2020-08-27 16:29:16.837000000|
2209|24|1|2448|2020-08-27 16:29:16.837000000|
2210|24|1|2448|2020-08-27 16:29:16.837000000|
2218|24|1|2464|2020-08-27 16:29:16.837000000|
2228|24|1|2161|2020-08-27 16:29:16.837000000|
2229|24|1|2161|2020-08-27 16:29:16.837000000|
2235|24|1|2437|2020-08-27 16:29:16.837000000|
2250|24|1|2503|2020-08-27 16:29:16.837000000|
2252|24|1|2510|2020-08-27 16:29:16.837000000|
2260|24|1|2522|2020-08-27 16:29:16.837000000|
2268|24|1|2533|2020-08-27 16:29:16.837000000|
2278|24|1|2542|2020-08-27 16:29:16.837000000|
2279|24|1|2543|2020-08-27 16:29:16.837000000|
2282|24|1|2548|2020-08-27 16:29:16.837000000|
2288|24|1|2559|2020-08-27 16:29:16.837000000|
2308|24|1|1167|2020-08-27 16:29:16.837000000|
2309|24|1|1167|2020-08-27 16:29:16.837000000|
2321|24|1|2603|2020-08-27 16:29:16.837000000|
2333|24|1|2623|2020-08-27 16:29:16.837000000|
2341|24|1|2643|2020-08-27 16:29:16.837000000|
2355|24|1|2663|2020-08-27 16:29:16.837000000|
2374|24|1|2689|2020-08-27 16:29:16.837000000|
2377|24|1|2695|2020-08-27 16:29:16.837000000|
2438|24|1|2804|2020-08-27 16:29:16.837000000|
2442|24|1|1551|2020-08-27 16:29:16.837000000|
2444|24|1|2814|2020-08-27 16:29:16.837000000|
2451|24|1|2827|2020-08-27 16:29:16.837000000|
2458|24|1|2832|2020-08-27 16:29:16.837000000|
2465|24|1|2839|2020-08-27 16:29:16.837000000|
2466|24|1|2839|2020-08-27 16:29:16.837000000|
2486|24|1|2866|2020-08-27 16:29:16.837000000|
2487|24|1|2866|2020-08-27 16:29:16.837000000|
2564|39|1|2137|2020-08-27 16:29:16.837000000|
2579|39|1|2259|2020-08-27 16:29:16.837000000|
2583|39|1|46|2020-08-27 16:29:16.837000000|
2584|39|1|944|2020-08-27 16:29:16.837000000|
2585|39|1|944|2020-08-27 16:29:16.837000000|
2602|39|1|1854|2020-08-27 16:29:16.837000000|
2603|39|1|1854|2020-08-27 16:29:16.837000000|
2610|39|1|2294|2020-08-27 16:29:16.837000000|
2611|39|1|2294|2020-08-27 16:29:16.837000000|
2617|39|1|1976|2020-08-27 16:29:16.837000000|
2638|39|1|2330|2020-08-27 16:29:16.837000000|
2649|39|1|2352|2020-08-27 16:29:16.837000000|
2651|39|1|2351|2020-08-27 16:29:16.837000000|
2654|39|1|2355|2020-08-27 16:29:16.837000000|
2658|39|1|2361|2020-08-27 16:29:16.837000000|
2675|39|1|2378|2020-08-27 16:29:16.837000000|
2676|39|1|2378|2020-08-27 16:29:16.837000000|
2690|39|1|2388|2020-08-27 16:29:16.837000000|
2691|39|1|2383|2020-08-27 16:29:16.837000000|
2692|39|1|2383|2020-08-27 16:29:16.837000000|
2703|39|1|2403|2020-08-27 16:29:16.837000000|
2704|39|1|2403|2020-08-27 16:29:16.837000000|
2715|39|1|2418|2020-08-27 16:29:16.837000000|
2716|39|1|2418|2020-08-27 16:29:16.837000000|
2717|39|1|2421|2020-08-27 16:29:16.837000000|
2718|39|1|2421|2020-08-27 16:29:16.837000000|
2719|39|1|2426|2020-08-27 16:29:16.837000000|
2724|39|1|2430|2020-08-27 16:29:16.837000000|
2754|39|1|2467|2020-08-27 16:29:16.837000000|
2759|39|1|699|2020-08-27 16:29:16.837000000|
2760|39|1|699|2020-08-27 16:29:16.837000000|
2770|39|1|2161|2020-08-27 16:29:16.837000000|
2771|39|1|2161|2020-08-27 16:29:16.837000000|
2783|39|1|2507|2020-08-27 16:29:16.837000000|
2785|39|1|2510|2020-08-27 16:29:16.837000000|
2788|39|1|2515|2020-08-27 16:29:16.837000000|
2794|39|1|2522|2020-08-27 16:29:16.837000000|
2798|39|1|2533|2020-08-27 16:29:16.837000000|
2805|39|1|2542|2020-08-27 16:29:16.837000000|
2806|39|1|2544|2020-08-27 16:29:16.837000000|
2829|39|1|1171|2020-08-27 16:29:16.837000000|
2830|39|1|1171|2020-08-27 16:29:16.837000000|
2831|39|1|1167|2020-08-27 16:29:16.837000000|
2832|39|1|1167|2020-08-27 16:29:16.837000000|
2847|39|1|2601|2020-08-27 16:29:16.837000000|
2852|39|1|2603|2020-08-27 16:29:16.837000000|
2856|39|1|2615|2020-08-27 16:29:16.837000000|
2857|39|1|2617|2020-08-27 16:29:16.837000000|
2859|39|1|2623|2020-08-27 16:29:16.837000000|
2862|39|1|944|2020-08-27 16:29:16.837000000|
2863|39|1|944|2020-08-27 16:29:16.837000000|
2871|39|1|2197|2020-08-27 16:29:16.837000000|
2878|39|1|2663|2020-08-27 16:29:16.837000000|
2887|39|1|2664|2020-08-27 16:29:16.837000000|
2888|39|1|2664|2020-08-27 16:29:16.837000000|
2893|39|1|691|2020-08-27 16:29:16.837000000|
2894|39|1|691|2020-08-27 16:29:16.837000000|
2895|39|1|2677|2020-08-27 16:29:16.837000000|
2902|39|1|2689|2020-08-27 16:29:16.837000000|
2909|39|1|2695|2020-08-27 16:29:16.837000000|
2910|39|1|1510|2020-08-27 16:29:16.837000000|
2911|39|1|1510|2020-08-27 16:29:16.837000000|
2955|39|1|2785|2020-08-27 16:29:16.837000000|
2968|39|1|2810|2020-08-27 16:29:16.837000000|
2971|39|1|2814|2020-08-27 16:29:16.837000000|
2977|39|1|2824|2020-08-27 16:29:16.837000000|
2979|39|1|2832|2020-08-27 16:29:16.837000000|
2985|39|1|2839|2020-08-27 16:29:16.837000000|
2986|39|1|2839|2020-08-27 16:29:16.837000000|
3013|39|1|844|2020-08-27 16:29:16.837000000|
3014|39|1|844|2020-08-27 16:29:16.837000000|
3022|39|1|2900|2020-08-27 16:29:16.837000000|
3045|39|1|3953|2020-08-27 16:29:16.837000000|
3071|38|1|2247|2020-08-27 16:29:26.593000000|
3072|50|1|2247|2020-08-27 16:29:26.593000000|
3092|38|1|2311|2020-08-27 16:29:26.593000000|
3093|50|1|2311|2020-08-27 16:29:26.593000000|
3094|30|1|2320|2020-08-27 16:29:26.593000000|
3097|38|1|2098|2020-08-27 16:29:26.593000000|
3098|50|1|2098|2020-08-27 16:29:26.593000000|
3104|38|1|2098|2020-08-27 16:29:26.593000000|
3105|50|1|2098|2020-08-27 16:29:26.593000000|
3115|38|1|2450|2020-08-27 16:29:26.593000000|
3116|50|1|2450|2020-08-27 16:29:26.593000000|
3117|38|1|2459|2020-08-27 16:29:26.593000000|
3118|50|1|2459|2020-08-27 16:29:26.593000000|
3119|38|1|2459|2020-08-27 16:29:26.593000000|
3120|50|1|2459|2020-08-27 16:29:26.593000000|
3122|38|1|2450|2020-08-27 16:29:26.593000000|
3123|50|1|2450|2020-08-27 16:29:26.593000000|
3124|38|1|2247|2020-08-27 16:29:26.593000000|
3125|50|1|2247|2020-08-27 16:29:26.593000000|
3137|38|1|2530|2020-08-27 16:29:26.593000000|
3138|50|1|2530|2020-08-27 16:29:26.593000000|
3150|30|1|2320|2020-08-27 16:29:26.593000000|
3160|38|1|2682|2020-08-27 16:29:26.593000000|
3161|50|1|2682|2020-08-27 16:29:26.593000000|
3171|38|1|2687|2020-08-27 16:29:26.593000000|
3172|50|1|2687|2020-08-27 16:29:26.593000000|
3173|38|1|2687|2020-08-27 16:29:26.593000000|
3174|50|1|2687|2020-08-27 16:29:26.593000000|
3185|38|1|2323|2020-08-27 16:29:26.593000000|
3186|50|1|2323|2020-08-27 16:29:26.593000000|
3191|38|1|2718|2020-08-27 16:29:26.593000000|
3192|50|1|2718|2020-08-27 16:29:26.593000000|
3203|38|1|2243|2020-08-27 16:29:26.593000000|
3204|50|1|2243|2020-08-27 16:29:26.593000000|
3205|38|1|2756|2020-08-27 16:29:26.593000000|
3206|50|1|2756|2020-08-27 16:29:26.593000000|
3210|38|1|2767|2020-08-27 16:29:26.593000000|
3211|50|1|2767|2020-08-27 16:29:26.593000000|
3218|38|1|2768|2020-08-27 16:29:26.593000000|
3219|50|1|2768|2020-08-27 16:29:26.593000000|
3228|38|1|2768|2020-08-27 16:29:26.593000000|
3229|50|1|2768|2020-08-27 16:29:26.593000000|
3234|38|1|2767|2020-08-27 16:29:26.593000000|
3235|50|1|2767|2020-08-27 16:29:26.593000000|
3243|38|1|2717|2020-08-27 16:29:26.593000000|
3244|50|1|2717|2020-08-27 16:29:26.593000000|
3245|38|1|2716|2020-08-27 16:29:26.593000000|
3246|50|1|2716|2020-08-27 16:29:26.593000000|
3247|38|1|2718|2020-08-27 16:29:26.593000000|
3248|50|1|2718|2020-08-27 16:29:26.593000000|
3251|38|1|2709|2020-08-27 16:29:26.593000000|
3252|50|1|2709|2020-08-27 16:29:26.593000000|
3257|38|1|2033|2020-08-27 16:29:26.593000000|
3258|50|1|2033|2020-08-27 16:29:26.593000000|
3266|38|1|2525|2020-08-27 16:29:26.593000000|
3267|50|1|2525|2020-08-27 16:29:26.593000000|
3268|38|1|2613|2020-08-27 16:29:26.593000000|
3269|50|1|2613|2020-08-27 16:29:26.593000000|
3290|38|1|2756|2020-08-27 16:29:26.593000000|
3291|50|1|2756|2020-08-27 16:29:26.593000000|
3317|38|1|2822|2020-08-27 16:29:26.593000000|
3318|50|1|2822|2020-08-27 16:29:26.593000000|
3691|1|1|4995|2020-08-28 13:47:03.920000000|253
3692|3|1|4995|2020-08-28 13:47:03.920000000|253
3904|1|1|2492|2020-08-28 19:38:52.747000000|263
5227|1|1|3972|2020-08-31 16:37:05.373000000|284
5228|24|1|3972|2020-08-31 16:37:05.373000000|284
5308|1|1|3971|2020-08-31 19:54:30.730000000|267
5309|1|1|3970|2020-08-31 19:54:52.650000000|267
5310|1|1|3969|2020-08-31 19:55:06.970000000|267
7048|1|1|5001|2020-09-01 20:51:10.700000000|263
7049|3|1|5001|2020-09-01 20:51:10.700000000|263
7663|50|1|2671|2020-09-03 13:59:48.237000000|560
7664|38|1|2671|2020-09-03 13:59:48.237000000|560
7689|2|1|2665|2020-09-03 14:24:57.440000000|560
7690|24|1|2665|2020-09-03 14:24:57.453000000|560
7708|39|1|2659|2020-09-03 14:44:19.890000000|560
7709|17|1|2659|2020-09-03 14:44:19.890000000|560
7718|2|1|2646|2020-09-03 14:46:13.420000000|560
7719|3|1|2646|2020-09-03 14:46:13.420000000|560
8320|1|1|2656|2020-09-04 15:28:56.647000000|263
8321|24|1|2656|2020-09-04 15:28:56.647000000|263
8993|26|1|2274|2020-09-07 14:45:06.403000000|338
9086|1|1|2169|2020-09-07 16:50:58.463000000|263
9087|24|1|2169|2020-09-07 16:50:58.463000000|263
9088|23|1|2169|2020-09-07 16:50:58.463000000|263
9301|39|1|2818|2020-09-08 12:07:15.653000000|296
9302|24|1|2818|2020-09-08 12:07:15.653000000|296
9303|11|1|2818|2020-09-08 12:07:15.653000000|296
9601|1|1|2254|2020-09-09 15:31:22.663000000|296
10108|1|1|2775|2020-09-11 19:26:18.023000000|263
10109|24|1|2775|2020-09-11 19:26:18.023000000|263
10110|23|1|2775|2020-09-11 19:26:18.023000000|263
10573|39|1|1339|2020-09-15 13:04:15.023000000|296
10574|3|1|1339|2020-09-15 13:04:15.023000000|296
10584|39|1|2089|2020-09-15 13:24:17.657000000|296
10585|12|1|2089|2020-09-15 13:24:17.657000000|296
10586|17|1|2089|2020-09-15 13:24:17.657000000|296
10609|50|1|2611|2020-09-15 14:43:48.097000000|263
10610|38|1|2611|2020-09-15 14:43:48.097000000|263
11004|1|1|1933|2020-09-16 15:19:07.280000000|263
13596|39|1|2854|2020-09-18 19:55:44.220000000|273
13597|24|1|2854|2020-09-18 19:55:44.220000000|273
14602|39|1|1756|2020-09-23 20:53:36.740000000|263
14603|4|1|1756|2020-09-23 20:53:36.740000000|263
14725|1|1|2938|2020-09-24 13:54:52.087000000|338
14726|13|1|2938|2020-09-24 13:54:52.087000000|338
14727|1|1|2937|2020-09-24 13:55:12.753000000|338
14728|13|1|2937|2020-09-24 13:55:12.753000000|338
14729|1|1|2936|2020-09-24 13:55:28.783000000|338
14730|13|1|2936|2020-09-24 13:55:28.783000000|338
14766|39|1|5036|2020-09-24 15:06:33.243000000|253
14767|24|1|5036|2020-09-24 15:06:33.243000000|253
16803|1|1|2471|2020-09-29 18:51:37.147000000|263
16804|4|1|2471|2020-09-29 18:51:37.147000000|263
17045|39|1|5083|2020-09-30 14:53:42.570000000|267
17046|24|1|5083|2020-09-30 14:53:42.570000000|267
17047|17|1|5083|2020-09-30 14:53:42.570000000|267
17055|1|1|2726|2020-09-30 15:08:34.037000000|263
17056|24|1|2726|2020-09-30 15:08:34.037000000|263
