CustomerModuleId|ModuleCombination|ValidationCode|CustomerId|DateCreated|UserId
213|113|E5-DB-CE-A1-9C-C0-08-39-74-B8-FD-A5|2320|2020-08-27 16:29:42.850000000|
216|49|0B-B4-F3-34-9B-C8-9A-CF-42-BF-D9-AC|2323|2020-08-27 16:29:42.850000000|
239|115|1E-EF-A7-76-0A-7C-C0-72-75-09-B6-EE|2330|2020-08-27 16:29:42.850000000|
245|117|22-74-74-51-59-FB-5A-2E-8E-46-61-2D|576|2020-08-27 16:29:42.850000000|
246|118|56-89-C8-F4-B1-27-5C-BD-E7-CE-1A-14|576|2020-08-27 16:29:42.850000000|
247|113|0E-41-E1-CD-32-4F-82-0A-5A-EA-7C-DE|2335|2020-08-27 16:29:42.850000000|
248|113|0E-41-E1-CD-32-4F-82-0A-5A-EA-7C-DE|2335|2020-08-27 16:29:42.850000000|
249|2162|77-C2-66-70-63-C1-29-64-6F-9B-E9-4C|2336|2020-08-27 16:29:42.850000000|
250|114|B3-3D-6E-5E-0C-5E-8C-83-3C-8E-28-A3|2337|2020-08-27 16:29:42.850000000|
251|114|B3-3D-6E-5E-0C-5E-8C-83-3C-8E-28-A3|2337|2020-08-27 16:29:42.850000000|
252|114|B3-3D-6E-5E-0C-5E-8C-83-3C-8E-28-A3|2337|2020-08-27 16:29:42.850000000|
268|113|3A-F0-7B-F2-04-9E-75-16-59-C3-B5-4E|2344|2020-08-27 16:29:42.850000000|
269|113|3D-B3-C0-FD-44-F0-25-26-B6-9C-99-4E|2345|2020-08-27 16:29:42.850000000|
271|1141|72-27-E6-E9-2A-02-48-C7-D4-3C-56-85|2004|2020-08-27 16:29:42.850000000|
272|1141|72-27-E6-E9-2A-02-48-C7-D4-3C-56-85|2004|2020-08-27 16:29:42.850000000|
278|1137|AD-3D-16-15-88-94-B9-E5-C6-FF-70-36|2170|2020-08-27 16:29:42.850000000|
279|1137|AD-3D-16-15-88-94-B9-E5-C6-FF-70-36|2170|2020-08-27 16:29:42.850000000|
284|115|76-E7-66-6A-44-01-DB-CC-62-F4-7D-7F|2352|2020-08-27 16:29:42.850000000|
289|115|2D-4D-84-3C-A7-A3-DA-05-97-51-F5-44|2351|2020-08-27 16:29:42.850000000|
290|114|32-EF-2F-EC-F9-08-DC-1E-47-A7-22-D3|2353|2020-08-27 16:29:42.850000000|
296|69746|DB-71-62-CB-61-54-0E-1D-46-FD-A2-73|2267|2020-08-27 16:29:42.850000000|
297|65654|A1-E8-0D-0A-4D-97-20-17-7A-88-B8-20|2267|2020-08-27 16:29:42.850000000|
298|115|97-C5-C7-E7-25-D2-11-72-14-27-32-02|2355|2020-08-27 16:29:42.850000000|
305|123|59-75-43-32-1C-9D-96-5B-22-99-02-18|2361|2020-08-27 16:29:42.850000000|
309|113|42-7F-F1-68-E7-99-99-0F-2E-61-56-DE|2362|2020-08-27 16:29:42.850000000|
312|113|77-89-A7-3E-6F-03-E3-B8-42-BD-3D-61|2365|2020-08-27 16:29:42.850000000|
313|113|77-89-A7-3E-6F-03-E3-B8-42-BD-3D-61|2365|2020-08-27 16:29:42.850000000|
338|49|1F-7D-4F-2C-25-13-2C-F1-C3-BC-6D-07|2098|2020-08-27 16:29:42.850000000|
339|49|B7-66-E5-CE-9C-F1-1E-17-24-A1-03-83|2098|2020-08-27 16:29:42.850000000|
351|113|73-11-EE-01-2D-EE-D5-B7-EA-2D-6F-FF|2380|2020-08-27 16:29:42.850000000|
352|113|73-11-EE-01-2D-EE-D5-B7-EA-2D-6F-FF|2380|2020-08-27 16:29:42.850000000|
353|113|73-11-EE-01-2D-EE-D5-B7-EA-2D-6F-FF|2380|2020-08-27 16:29:42.850000000|
359|115|BA-9D-53-58-CD-7D-22-50-67-5C-86-27|2378|2020-08-27 16:29:42.850000000|
360|115|BA-9D-53-58-CD-7D-22-50-67-5C-86-27|2378|2020-08-27 16:29:42.850000000|
378|113|C6-53-4F-4C-9B-3D-60-24-05-20-48-F1|2386|2020-08-27 16:29:42.850000000|
384|115|14-F5-42-1E-3B-78-BC-72-B8-FB-93-5C|2388|2020-08-27 16:29:42.850000000|
385|4211|28-1B-25-AB-18-D5-70-AD-CC-FE-53-FA|2383|2020-08-27 16:29:42.850000000|
386|4211|28-1B-25-AB-18-D5-70-AD-CC-FE-53-FA|2383|2020-08-27 16:29:42.850000000|
408|113|B6-07-F1-9D-2D-94-54-18-DF-AB-04-2E|1821|2020-08-27 16:29:42.850000000|
409|113|B6-07-F1-9D-2D-94-54-18-DF-AB-04-2E|1821|2020-08-27 16:29:42.850000000|
410|113|D4-F4-75-8B-46-5A-2F-E9-C1-4C-5A-8C|2398|2020-08-27 16:29:42.850000000|
411|65650|EC-CF-67-5E-0B-11-CF-48-33-9D-39-55|2399|2020-08-27 16:29:42.850000000|
412|114|6E-1D-64-0E-BA-9C-DA-C0-1D-47-7F-BF|2399|2020-08-27 16:29:42.850000000|
418|113|56-3D-6D-D9-D7-92-6E-9B-9E-A2-B7-DB|2402|2020-08-27 16:29:42.850000000|
419|115|DC-67-94-B5-94-BE-B9-EF-BF-2E-B9-B4|2403|2020-08-27 16:29:42.850000000|
420|115|DC-67-94-B5-94-BE-B9-EF-BF-2E-B9-B4|2403|2020-08-27 16:29:42.850000000|
449|4209|02-68-2A-6E-9E-2C-CF-73-CD-BC-78-04|1793|2020-08-27 16:29:42.850000000|
450|4209|02-68-2A-6E-9E-2C-CF-73-CD-BC-78-04|1793|2020-08-27 16:29:42.850000000|
452|115|AD-0F-BD-C6-B6-02-D5-99-B7-3B-4C-BF|2418|2020-08-27 16:29:42.850000000|
453|115|96-24-2A-56-07-77-A2-AE-4F-DC-5B-30|2418|2020-08-27 16:29:42.850000000|
455|2163|71-00-0E-75-C0-B5-E6-78-E2-63-AF-72|2421|2020-08-27 16:29:42.850000000|
456|2163|71-00-0E-75-C0-B5-E6-78-E2-63-AF-72|2421|2020-08-27 16:29:42.850000000|
457|1137|B5-EB-38-33-65-36-A7-D8-5B-09-20-CB|2422|2020-08-27 16:29:42.850000000|
458|113|04-4E-D4-A1-2A-22-31-FC-3A-98-DE-59|2422|2020-08-27 16:29:42.850000000|
459|115|F3-EA-9D-B0-59-03-84-05-81-50-FE-BF|2426|2020-08-27 16:29:42.850000000|
470|113|A9-73-B6-A3-A4-61-62-21-24-3B-73-E2|1400|2020-08-27 16:29:42.850000000|
471|117|B2-D2-53-CD-53-31-78-CF-CC-33-70-D2|1400|2020-08-27 16:29:42.850000000|
472|122|87-1C-A3-BC-5F-0D-09-8A-4F-5C-AB-ED|1637|2020-08-27 16:29:42.850000000|
473|122|87-1C-A3-BC-5F-0D-09-8A-4F-5C-AB-ED|1637|2020-08-27 16:29:42.850000000|
477|115|86-9A-F4-89-72-7B-1B-E6-82-3E-80-F9|2430|2020-08-27 16:29:42.850000000|
489|114|0F-AD-5F-20-96-09-4C-4D-B2-55-CA-CE|2366|2020-08-27 16:29:42.850000000|
490|65650|2F-47-2F-16-FC-64-08-AC-44-48-E0-02|2366|2020-08-27 16:29:42.850000000|
491|113|7C-E9-E3-B3-69-82-48-9F-DE-29-FB-C2|2435|2020-08-27 16:29:42.850000000|
498|113|65-F9-F9-D3-48-6F-21-EE-26-24-40-5B|2443|2020-08-27 16:29:42.850000000|
501|113|D7-60-C0-56-0A-C4-C3-75-CF-04-A4-B9|2443|2020-08-27 16:29:42.850000000|
502|113|D7-60-C0-56-0A-C4-C3-75-CF-04-A4-B9|2443|2020-08-27 16:29:42.850000000|
519|113|9F-32-D3-8F-CF-00-58-98-5D-2B-ED-D9|2448|2020-08-27 16:29:42.850000000|
520|113|7D-C3-B5-49-AC-F7-A9-34-81-7E-3D-97|2448|2020-08-27 16:29:42.850000000|
526|49|3B-B8-1F-FF-24-98-E2-FE-F3-C7-BE-5F|2450|2020-08-27 16:29:42.850000000|
527|49|3B-B8-1F-FF-24-98-E2-FE-F3-C7-BE-5F|2450|2020-08-27 16:29:42.850000000|
545|49|60-70-E8-21-1D-19-6B-C3-D7-EF-86-89|2459|2020-08-27 16:29:42.850000000|
546|49|B8-EE-FF-FA-2C-74-DB-EC-2D-99-CE-EB|2459|2020-08-27 16:29:42.850000000|
558|122|1F-FA-22-58-B4-2F-3B-26-47-5B-BF-0D|2463|2020-08-27 16:29:42.850000000|
559|114|DF-F5-C5-79-6C-3E-4A-A9-FC-F4-B0-70|2463|2020-08-27 16:29:42.850000000|
560|113|96-FF-68-8C-1E-51-D1-C3-19-C5-A4-05|2464|2020-08-27 16:29:42.850000000|
563|113|82-2C-1F-94-84-2F-BF-D1-D4-1D-CB-11|2457|2020-08-27 16:29:42.850000000|
565|115|8F-B3-98-1A-37-3A-33-EF-1B-AD-E9-E8|2467|2020-08-27 16:29:42.850000000|
575|119|A0-C0-AE-B5-A1-9F-D1-BF-FF-DE-E1-33|699|2020-08-27 16:29:42.850000000|
576|119|25-30-FF-7B-C3-CD-34-7D-0A-52-4B-E2|699|2020-08-27 16:29:42.850000000|
589|113|4E-8B-C0-48-62-23-C0-0C-B5-5C-A4-E9|1541|2020-08-27 16:29:42.850000000|
590|113|4E-8B-C0-48-62-23-C0-0C-B5-5C-A4-E9|1541|2020-08-27 16:29:42.850000000|
601|118|39-57-3D-B2-A3-06-66-86-53-49-1B-A2|1399|2020-08-27 16:29:42.850000000|
602|118|39-57-3D-B2-A3-06-66-86-53-49-1B-A2|1399|2020-08-27 16:29:42.850000000|
610|113|F1-94-C5-88-D1-BD-9F-05-14-6D-B7-28|2479|2020-08-27 16:29:42.850000000|
612|65651|73-A9-CF-6B-42-37-C5-E0-C5-0D-98-5B|2161|2020-08-27 16:29:42.850000000|
613|65651|73-A9-CF-6B-42-37-C5-E0-C5-0D-98-5B|2161|2020-08-27 16:29:42.850000000|
629|113|EF-A5-36-9C-05-F1-FA-D6-5E-09-7B-0F|2437|2020-08-27 16:29:42.850000000|
658|114|56-48-6E-B7-B3-7C-30-F7-CB-57-8C-94|2503|2020-08-27 16:29:42.850000000|
666|115|6C-EF-0E-C6-54-9C-C6-07-ED-9E-C6-89|2507|2020-08-27 16:29:42.850000000|
669|115|BC-D1-3D-20-B8-66-DB-82-CD-48-70-1C|2510|2020-08-27 16:29:42.850000000|
683|115|E7-17-72-0F-AE-7B-07-52-03-4F-26-B4|2515|2020-08-27 16:29:42.850000000|
688|113|E0-F5-EF-0E-2B-77-6D-AB-6B-7E-8F-2A|2517|2020-08-27 16:29:42.850000000|
689|113|E0-F5-EF-0E-2B-77-6D-AB-6B-7E-8F-2A|2517|2020-08-27 16:29:42.850000000|
696|115|BF-2E-02-31-75-B3-5E-15-4B-66-0E-37|2522|2020-08-27 16:29:42.850000000|
705|49|D8-B5-D2-C9-48-D1-2B-16-EE-A6-BA-0B|2530|2020-08-27 16:29:42.850000000|
709|66675|58-5C-C2-EF-27-84-70-C9-53-63-97-FB|2533|2020-08-27 16:29:42.850000000|
734|115|CA-7D-11-A6-08-E2-E7-AD-5D-09-53-AA|2542|2020-08-27 16:29:42.850000000|
735|113|DF-4F-C2-2D-E7-94-ED-6C-3B-EB-51-37|2543|2020-08-27 16:29:42.850000000|
736|115|F1-A3-0F-13-8C-DF-1C-41-27-17-16-F0|2544|2020-08-27 16:29:42.850000000|
743|113|2F-E9-9C-91-D9-CD-14-D5-41-B6-A6-3E|2548|2020-08-27 16:29:42.850000000|
759|113|CF-12-2C-B8-B0-14-E8-ED-E0-DB-11-28|2559|2020-08-27 16:29:42.850000000|
789|113|4C-E3-77-03-38-91-4F-22-92-E9-93-56|2572|2020-08-27 16:29:42.850000000|
799|113|91-91-11-23-CC-4E-D5-32-48-79-43-32|2580|2020-08-27 16:29:42.850000000|
804|115|EE-A5-57-1B-CD-5E-7D-C2-9D-30-5D-D3|1171|2020-08-27 16:29:42.850000000|
805|115|EE-A5-57-1B-CD-5E-7D-C2-9D-30-5D-D3|1171|2020-08-27 16:29:42.850000000|
806|115|17-67-98-1B-7F-8D-24-6B-25-7C-D3-0E|1167|2020-08-27 16:29:42.850000000|
807|115|05-50-66-50-48-99-9D-DE-86-C9-88-0E|1167|2020-08-27 16:29:42.850000000|
813|113|94-F8-FE-55-5F-47-4D-BC-F0-D7-48-7D|2587|2020-08-27 16:29:42.850000000|
814|113|3E-F9-B1-E0-65-4F-8B-65-91-A9-64-75|2587|2020-08-27 16:29:42.850000000|
819|49|7C-D1-34-DE-CA-AA-78-3D-FF-A1-E4-25|2525|2020-08-27 16:29:42.850000000|
841|113|E1-96-8C-A7-43-C4-72-C8-14-D6-9B-D9|2599|2020-08-27 16:29:42.850000000|
843|115|90-D3-75-BA-C5-2B-8D-3C-27-60-D0-AA|2601|2020-08-27 16:29:42.850000000|
849|115|1D-2F-88-66-1A-D0-EE-CA-AB-92-2C-F0|2603|2020-08-27 16:29:42.850000000|
865|49|7C-D1-34-DE-CA-AA-78-3D-FF-A1-E4-25|2613|2020-08-27 16:29:42.850000000|
866|115|24-47-82-6C-F5-F7-9A-76-5E-88-3F-C4|2615|2020-08-27 16:29:42.850000000|
867|115|24-47-82-6C-F5-F7-9A-76-5E-88-3F-C4|2617|2020-08-27 16:29:42.850000000|
868|122|47-AA-71-78-FB-E6-B9-19-FC-50-09-20|2616|2020-08-27 16:29:42.850000000|
873|115|4C-DA-C4-3D-04-09-F0-35-6A-CB-D8-6C|2623|2020-08-27 16:29:42.850000000|
881|123|DF-F2-F9-D5-0F-03-93-F2-C4-BF-9C-86|944|2020-08-27 16:29:42.850000000|
882|123|DF-F2-F9-D5-0F-03-93-F2-C4-BF-9C-86|944|2020-08-27 16:29:42.850000000|
887|65650|AA-C6-EF-9E-AC-24-36-98-11-C6-65-1D|2630|2020-08-27 16:29:42.850000000|
892|113|D2-5D-3B-E7-80-54-9C-F2-B6-3B-CB-56|2633|2020-08-27 16:29:42.850000000|
893|113|0B-6A-8C-D9-0C-11-2E-85-1A-9F-FD-14|2633|2020-08-27 16:29:42.850000000|
900|113|40-36-D6-29-8F-BB-56-53-48-E3-CB-7A|2643|2020-08-27 16:29:42.850000000|
919|69747|70-CB-74-0D-46-67-6E-66-5F-0B-60-C9|2197|2020-08-27 16:29:42.850000000|
936|115|D8-50-B4-EA-EE-7E-57-CC-06-FA-89-32|2663|2020-08-27 16:29:42.850000000|
949|69747|E0-D1-79-0B-74-18-C1-45-F4-1D-61-C7|2664|2020-08-27 16:29:42.850000000|
950|69747|E0-D1-79-0B-74-18-C1-45-F4-1D-61-C7|2664|2020-08-27 16:29:42.850000000|
958|67699|35-72-11-5F-1D-16-9F-50-45-E2-9E-DF|691|2020-08-27 16:29:42.850000000|
959|65659|01-36-9C-AC-13-1F-68-50-52-09-1C-13|691|2020-08-27 16:29:42.850000000|
961|65651|1B-BF-F4-D9-0F-6C-E4-75-F6-4F-CC-4E|2677|2020-08-27 16:29:42.850000000|
968|49|A4-F5-09-0A-AD-4A-84-EF-A8-C4-52-E3|2682|2020-08-27 16:29:42.850000000|
984|65651|49-73-D5-BE-D3-9E-D0-97-0C-6B-46-4A|2689|2020-08-27 16:29:42.850000000|
991|49|AC-37-2F-74-EE-54-B3-6A-5E-B1-50-77|2687|2020-08-27 16:29:42.850000000|
992|49|AC-37-2F-74-EE-54-B3-6A-5E-B1-50-77|2687|2020-08-27 16:29:42.850000000|
996|115|03-91-6B-1C-D8-60-4B-6D-8C-8F-8A-75|2695|2020-08-27 16:29:42.850000000|
997|4211|26-8B-9E-53-1B-18-23-0D-BA-0C-C7-4D|1510|2020-08-27 16:29:42.850000000|
998|4211|26-8B-9E-53-1B-18-23-0D-BA-0C-C7-4D|1510|2020-08-27 16:29:42.850000000|
1007|113|55-B2-01-C2-F7-B6-4D-49-6D-32-A3-66|2706|2020-08-27 16:29:42.850000000|
1014|49|46-C7-A9-FF-42-4F-42-B6-FB-41-E0-DE|2709|2020-08-27 16:29:42.850000000|
1046|113|09-9C-CE-C4-A2-7D-33-03-68-C2-02-9A|2731|2020-08-27 16:29:42.850000000|
1047|113|09-9C-CE-C4-A2-7D-33-03-68-C2-02-9A|2731|2020-08-27 16:29:42.850000000|
1055|49|03-D5-AE-88-12-83-0B-F4-75-44-00-F7|2718|2020-08-27 16:29:42.850000000|
1056|49|03-D5-AE-88-12-83-0B-F4-75-44-00-F7|2718|2020-08-27 16:29:42.850000000|
1093|49|5B-FF-E3-90-04-62-C2-A0-6E-3A-89-85|2756|2020-08-27 16:29:42.850000000|
1094|49|5B-FF-E3-90-04-62-C2-A0-6E-3A-89-85|2756|2020-08-27 16:29:42.850000000|
1109|113|85-29-61-40-E8-D2-E1-5C-57-AC-3E-1B|2748|2020-08-27 16:29:42.850000000|
1110|113|A4-63-61-43-D6-BA-DF-3C-C2-33-B6-8B|2748|2020-08-27 16:29:42.850000000|
1111|113|A0-72-B0-BE-0A-04-45-30-46-AA-2E-CB|2761|2020-08-27 16:29:42.850000000|
1112|113|A0-72-B0-BE-0A-04-45-30-46-AA-2E-CB|2761|2020-08-27 16:29:42.850000000|
1113|113|3E-1F-16-59-55-0A-64-83-BD-F3-93-D0|2219|2020-08-27 16:29:42.850000000|
1119|49|6F-26-3F-A3-0C-25-5D-4F-91-30-45-A7|2767|2020-08-27 16:29:42.850000000|
1120|49|6F-26-3F-A3-0C-25-5D-4F-91-30-45-A7|2767|2020-08-27 16:29:42.850000000|
1121|113|7B-A9-D0-E9-89-A9-F8-62-41-B6-E4-B3|2751|2020-08-27 16:29:42.850000000|
1122|113|7B-A9-D0-E9-89-A9-F8-62-41-B6-E4-B3|2751|2020-08-27 16:29:42.850000000|
1123|113|7B-A9-D0-E9-89-A9-F8-62-41-B6-E4-B3|2751|2020-08-27 16:29:42.850000000|
1149|113|4C-D6-01-CC-DC-6B-E9-D6-89-7B-A9-FA|2781|2020-08-27 16:29:42.850000000|
1150|113|79-8E-EF-79-36-4C-95-EE-1A-96-44-4D|2781|2020-08-27 16:29:42.850000000|
1157|115|84-EF-22-35-AD-43-CC-DE-13-9C-73-DF|2785|2020-08-27 16:29:42.850000000|
1158|113|08-84-90-BE-A0-E5-E3-13-0E-29-C4-40|2785|2020-08-27 16:29:42.850000000|
1185|49|66-55-4B-7F-51-E3-50-A2-E5-93-6B-1D|2768|2020-08-27 16:29:42.850000000|
1186|49|66-55-4B-7F-51-E3-50-A2-E5-93-6B-1D|2768|2020-08-27 16:29:42.850000000|
1198|113|6E-24-FE-6C-C8-79-01-1E-4A-F3-78-67|2804|2020-08-27 16:29:42.850000000|
1206|114|12-72-CF-51-58-BE-6A-98-23-2B-6A-2E|1551|2020-08-27 16:29:42.850000000|
1207|113|8E-2D-98-0B-24-21-BA-37-20-41-E4-1C|2807|2020-08-27 16:29:42.850000000|
1208|115|5F-FC-1C-12-08-A2-A5-05-87-97-0F-45|2810|2020-08-27 16:29:42.850000000|
1209|113|8D-F2-EB-9A-70-09-F4-B4-9A-94-D5-5E|2810|2020-08-27 16:29:42.850000000|
1217|65651|31-C1-3D-3A-7F-F4-F6-9B-BA-1E-73-D3|2814|2020-08-27 16:29:42.850000000|
1228|49|24-A8-EA-41-04-E2-29-B5-5D-B0-B3-B7|2822|2020-08-27 16:29:42.850000000|
1231|115|F7-15-78-38-F2-64-C9-0D-D3-71-5C-7C|2824|2020-08-27 16:29:42.850000000|
1233|113|C2-02-DC-8A-2C-27-81-B0-E7-A8-E8-EB|2827|2020-08-27 16:29:42.850000000|
1241|1901683|E0-28-01-DB-06-D9-73-09-B5-E3-A8-74|2832|2020-08-27 16:29:42.850000000|
1250|4015219|4E-DD-00-01-7F-E0-17-02-A9-F2-70-B0|2839|2020-08-27 16:29:42.850000000|
1251|1918067|C2-1D-44-09-D7-4E-7B-18-A9-39-02-FB|2839|2020-08-27 16:29:42.850000000|
1269|113|2D-4E-A5-32-C5-5A-B4-7E-C1-12-90-C5|2849|2020-08-27 16:29:42.850000000|
1297|113|72-A0-2A-CF-A4-89-A0-A3-DF-DE-4E-2E|2866|2020-08-27 16:29:42.850000000|
1302|49|5A-9F-66-E1-2D-42-39-B9-17-83-81-93|2717|2020-08-27 16:29:42.850000000|
1303|49|97-D9-37-B4-74-2B-DF-6C-4F-1E-6D-A4|2716|2020-08-27 16:29:42.850000000|
1309|113|1E-CD-80-2C-E6-A7-30-24-D7-ED-AF-AC|2866|2020-08-27 16:29:42.850000000|
1310|113|1E-CD-80-2C-E6-A7-30-24-D7-ED-AF-AC|2866|2020-08-27 16:29:42.850000000|
1311|113|7A-94-CB-CD-74-11-9C-F2-51-F8-97-8F|2866|2020-08-27 16:29:42.850000000|
1312|113|7A-94-CB-CD-74-11-9C-F2-51-F8-97-8F|2866|2020-08-27 16:29:42.850000000|
1338|115|89-6D-73-93-36-E5-E1-72-42-4C-6B-C4|844|2020-08-27 16:29:42.850000000|
1339|115|89-6D-73-93-36-E5-E1-72-42-4C-6B-C4|844|2020-08-27 16:29:42.850000000|
1373|65651|A6-23-CE-06-C1-CE-4D-59-86-19-A8-75|2900|2020-08-27 16:29:42.850000000|
1404|113|DB-D5-70-CD-BF-04-E4-8C-45-DD-B3-9E|120|2020-08-27 16:29:42.850000000|
1405|113|DB-D5-70-CD-BF-04-E4-8C-45-DD-B3-9E|120|2020-08-27 16:29:42.850000000|
1445|113|FC-76-65-78-90-C5-27-F7-C1-78-9D-9C|2943|2020-08-27 16:29:42.850000000|
1446|113|FC-76-65-78-90-C5-27-F7-C1-78-9D-9C|2943|2020-08-27 16:29:42.850000000|
1477|115|88-D1-4D-03-2C-DD-6E-92-32-4D-19-18|3953|2020-08-27 16:29:42.850000000|
1501|113|B6-B7-57-82-E5-07-AB-60-51-A3-FF-EA|3965|2020-08-27 16:29:42.850000000|
1546|113|1D-EB-E0-EB-19-60-47-13-2E-5B-E1-C8|1088|2020-08-27 16:29:42.850000000|
1547|113|1D-EB-E0-EB-19-60-47-13-2E-5B-E1-C8|1088|2020-08-27 16:29:42.850000000|
1620|117|F8-DC-D4-83-A4-48-F9-00-7B-2C-05-EB|4995|2020-08-28 13:47:03.920000000|253
1698|113|70-ED-88-8B-34-B0-1B-17-C2-49-00-F5|2492|2020-08-28 19:38:52.747000000|263
2852|113|1A-07-0E-F7-29-2B-F9-23-A5-86-64-3B|3972|2020-08-31 16:37:05.373000000|284
2896|113|53-16-90-6E-14-BA-85-CE-B9-B4-F4-93|3971|2020-08-31 19:54:30.730000000|267
2897|113|E7-54-ED-D5-77-A0-32-2D-BF-84-69-9D|3970|2020-08-31 19:54:52.650000000|267
2898|113|A3-3F-43-C9-BF-F7-64-FC-49-24-F1-63|3969|2020-08-31 19:55:06.970000000|267
4150|117|91-ED-83-00-64-0A-78-E1-A0-D4-EB-F6|5001|2020-09-01 20:51:10.717000000|263
4357|49|A8-76-2A-5D-E3-6C-D3-7F-2E-41-A5-A3|2671|2020-09-03 13:59:48.250000000|560
4367|114|4F-B6-67-E6-D4-E3-D8-62-EC-88-4C-9B|2665|2020-09-03 14:24:57.453000000|560
4376|65651|9B-9B-83-F7-E6-03-30-47-09-CF-0D-CE|2659|2020-09-03 14:44:19.890000000|560
4380|118|D4-93-D3-4A-F7-95-1D-ED-6A-97-7D-9C|2646|2020-09-03 14:46:13.420000000|560
4569|113|4B-2F-2A-70-FA-65-2A-A8-48-97-CA-DC|2656|2020-09-04 15:28:56.647000000|263
